Timestamp,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change,Sell_%_Change
2026-02-23 10:39:28,10:39:28,IDEA,10.98,4706753,5203423,-496670,3.71,0.42,NEUTRAL
2026-02-23 10:39:29,10:39:29,YESBANK,20.96,1058008,574432,483576,-4.1,-0.68,NEUTRAL
2026-02-23 10:39:59,10:39:59,IDEA,10.98,4220708,5775350,-1554642,-5.71,8.94,NEUTRAL
2026-02-23 10:39:59,10:39:59,YESBANK,20.96,1105734,681141,424593,1.31,10.19,NEUTRAL
2026-02-23 10:40:29,10:40:29,IDEA,10.97,4653575,5794147,-1140572,3.79,6.08,NEUTRAL
2026-02-23 10:40:30,10:40:30,YESBANK,20.94,1179579,588278,591301,7.42,-3.96,NEUTRAL
2026-02-23 10:41:00,10:41:00,IDEA,10.96,4223689,5786387,-1562698,-4.79,3.62,NEUTRAL
2026-02-23 10:41:00,10:41:00,YESBANK,20.93,947343,255859,691484,-11.2,-53.58,NEUTRAL
2026-02-23 10:41:30,10:41:30,IDEA,10.95,5340375,4380556,959819,16.44,-18.86,BUY SIGNAL
2026-02-23 10:41:31,10:41:31,YESBANK,20.93,1056073,226951,829122,-1.71,-53.64,NEUTRAL
2026-02-23 10:42:01,10:42:01,IDEA,10.94,5640425,4275745,1364680,17.57,-17.82,BUY SIGNAL
2026-02-23 10:42:01,10:42:01,YESBANK,20.94,1004038,328859,675179,-5.14,-25.7,NEUTRAL
2026-02-23 10:42:31,10:42:31,IDEA,10.94,5627405,6036279,-408874,13.66,13.01,SELL SIGNAL
2026-02-23 10:42:32,10:42:32,YESBANK,20.92,850871,310737,540134,-16.9,-22.05,NEUTRAL
2026-02-23 10:43:02,10:43:02,IDEA,10.95,5888697,5648982,239715,12.62,6.18,BUY SIGNAL
2026-02-23 10:43:02,10:43:02,YESBANK,20.92,928405,259875,668530,-6.64,-20.87,NEUTRAL
2026-02-23 10:43:32,10:43:32,IDEA,10.95,5793973,5656074,137899,6.92,6.77,NEUTRAL
2026-02-23 10:43:33,10:43:33,YESBANK,20.91,858459,262760,595699,-8.76,-4.16,NEUTRAL
2026-02-23 10:44:03,10:44:03,IDEA,10.95,5465208,5845864,-380656,-2.86,10.15,SELL SIGNAL
2026-02-23 10:44:03,10:44:03,YESBANK,20.93,990129,327531,662598,4.44,14.47,NEUTRAL
2026-02-23 10:44:34,10:44:34,IDEA,10.93,5277957,4991515,286442,-6.01,-7.72,NEUTRAL
2026-02-23 10:44:34,10:44:34,YESBANK,20.92,961268,352287,608981,3.12,14.75,NEUTRAL
2026-02-23 10:45:04,10:45:04,IDEA,10.94,5281879,5353026,-71147,-4.93,-4.22,NEUTRAL
2026-02-23 10:45:04,10:45:04,YESBANK,20.91,725581,296187,429394,-18.09,-1.78,NEUTRAL
2026-02-23 10:45:35,10:45:35,IDEA,10.94,6280037,4931055,1348982,10.86,-8.76,BUY SIGNAL
2026-02-23 10:45:35,10:45:35,YESBANK,20.92,835930,307973,527957,-5.36,2.28,NEUTRAL
2026-02-23 10:46:05,10:46:05,IDEA,10.94,5777657,4882045,895612,2.33,-7.48,NEUTRAL
2026-02-23 10:46:05,10:46:05,YESBANK,20.9,820714,323827,496887,-5.16,3.87,NEUTRAL
2026-02-23 10:46:35,10:46:35,IDEA,10.92,5474784,4997759,477025,-2.11,-3.27,NEUTRAL
2026-02-23 10:46:36,10:46:36,YESBANK,20.88,663462,210019,453443,-20.34,-30.68,NEUTRAL
2026-02-23 10:47:06,10:47:06,IDEA,10.92,4981377,4348286,633091,-9.63,-11.57,NEUTRAL
2026-02-23 10:47:06,10:47:06,YESBANK,20.88,403223,368135,35088,-45.14,18.85,NEUTRAL
2026-02-23 10:47:36,10:47:36,IDEA,10.92,5449407,3976359,1473048,-1.65,-16.25,NEUTRAL
2026-02-23 10:47:37,10:47:37,YESBANK,20.87,332055,401951,-69896,-47.31,26.39,SELL SIGNAL
2026-02-23 10:48:07,10:48:07,IDEA,10.94,5804043,3147201,2656842,3.13,-28.15,NEUTRAL
2026-02-23 10:48:07,10:48:07,YESBANK,20.88,503594,302843,200751,-15.1,-5.1,NEUTRAL
2026-02-23 10:48:37,10:48:37,IDEA,10.94,5835292,3424562,2410730,5.07,-17.07,NEUTRAL
2026-02-23 10:48:38,10:48:38,YESBANK,20.88,598548,272626,325922,8.12,-12.96,NEUTRAL
2026-02-23 10:49:08,10:49:08,IDEA,10.94,6467279,3037423,3429856,14.09,-20.53,BUY SIGNAL
2026-02-23 10:49:08,10:49:08,YESBANK,20.88,553760,263149,290611,8.77,-13.19,NEUTRAL
2026-02-23 10:49:39,10:49:39,IDEA,10.94,6609062,3036905,3572157,12.83,-13.11,BUY SIGNAL
2026-02-23 10:49:39,10:49:39,YESBANK,20.88,556252,276095,280157,13.23,-12.11,BUY SIGNAL
2026-02-23 10:50:10,10:50:10,IDEA,10.95,6320823,3818644,2502179,3.94,12.09,NEUTRAL
2026-02-23 10:50:10,10:50:10,YESBANK,20.88,569707,283776,285931,9.77,-5.43,NEUTRAL
2026-02-23 10:50:40,10:50:40,IDEA,10.94,6103224,3555698,2547526,-1.4,6.56,NEUTRAL
2026-02-23 10:50:40,10:50:40,YESBANK,20.88,617659,239249,378410,9.01,-12.35,NEUTRAL
2026-02-23 10:51:11,10:51:11,IDEA,10.95,6583693,4381034,2202659,4.17,23.67,NEUTRAL
2026-02-23 10:51:11,10:51:11,YESBANK,20.89,670208,243078,427130,12.76,-7.57,BUY SIGNAL
2026-02-23 10:51:41,10:51:41,IDEA,10.95,4960708,3437422,1523286,-19.65,-3.02,NEUTRAL
2026-02-23 10:51:41,10:51:41,YESBANK,20.89,552883,202974,349909,-5.77,-19.26,NEUTRAL
2026-02-23 10:52:12,10:52:12,IDEA,10.95,5243823,3706237,1537586,-12.17,1.37,NEUTRAL
2026-02-23 10:52:12,10:52:12,YESBANK,20.91,415744,445493,-29749,-26.25,58.1,SELL SIGNAL
2026-02-23 10:52:42,10:52:42,IDEA,10.95,7526084,3307951,4218133,22.91,-10.62,BUY SIGNAL
2026-02-23 10:52:42,10:52:42,YESBANK,20.91,662415,812366,-149951,13.93,118.87,SELL SIGNAL
2026-02-23 10:53:13,10:53:13,IDEA,10.95,7924719,4292102,3632617,24.01,13.55,BUY SIGNAL
2026-02-23 10:53:13,10:53:13,YESBANK,20.92,479719,833284,-353565,-15.31,80.08,SELL SIGNAL
2026-02-23 10:53:43,10:53:43,IDEA,10.93,7021493,4381310,2640183,7.31,11.83,NEUTRAL
2026-02-23 10:53:43,10:53:43,YESBANK,20.9,677347,750439,-73092,17.52,36.96,SELL SIGNAL
2026-02-23 10:54:14,10:54:14,IDEA,10.92,6262188,3779463,2482725,-3.51,-0.99,NEUTRAL
2026-02-23 10:54:14,10:54:14,YESBANK,20.91,689233,739622,-50389,18.92,17.27,SELL SIGNAL
2026-02-23 10:54:44,10:54:44,IDEA,10.92,5287288,4249634,1037654,-19.21,7.51,NEUTRAL
2026-02-23 10:54:44,10:54:44,YESBANK,20.91,674868,807369,-132501,12.5,10.38,SELL SIGNAL
2026-02-23 10:55:15,10:55:15,IDEA,10.92,4912619,4241642,670977,-24.29,4.94,NEUTRAL
2026-02-23 10:55:15,10:55:15,YESBANK,20.91,643053,824867,-181814,0.83,3.8,NEUTRAL
2026-02-23 10:55:46,10:55:46,IDEA,10.91,5061796,4305059,756737,-16.72,2.3,NEUTRAL
2026-02-23 10:55:46,10:55:46,YESBANK,20.9,716064,458772,257292,10.72,-37.64,BUY SIGNAL
2026-02-23 10:56:16,10:56:16,IDEA,10.9,3805746,4681962,-876216,-29.42,9.57,NEUTRAL
2026-02-23 10:56:16,10:56:16,YESBANK,20.89,770889,536510,234379,10.88,-21.82,BUY SIGNAL
2026-02-23 10:56:46,10:56:46,IDEA,10.9,3689404,4744369,-1054965,-23.72,9.48,NEUTRAL
2026-02-23 10:56:47,10:56:47,YESBANK,20.9,731172,474421,256751,3.83,-25.9,NEUTRAL
2026-02-23 10:57:17,10:57:17,IDEA,10.92,4241150,4018431,222719,-5.75,-8.12,NEUTRAL
2026-02-23 10:57:17,10:57:17,YESBANK,20.9,623837,379843,243994,-10.02,-34.54,NEUTRAL
2026-02-23 10:57:47,10:57:47,IDEA,10.91,4253361,4082860,170501,-1.71,-6.05,NEUTRAL
2026-02-23 10:57:48,10:57:48,YESBANK,20.91,465939,605462,-139523,-29.24,10.76,SELL SIGNAL
2026-02-23 10:58:18,10:58:18,IDEA,10.91,4187132,4557982,-370850,-0.46,3.63,NEUTRAL
2026-02-23 10:58:18,10:58:18,YESBANK,20.91,565712,699964,-134252,-12.37,33.12,SELL SIGNAL
2026-02-23 10:58:48,10:58:48,IDEA,10.9,3722855,5117237,-1394382,-6.54,12.87,SELL SIGNAL
2026-02-23 10:58:49,10:58:49,YESBANK,20.91,506117,726423,-220306,-17.11,27.34,SELL SIGNAL
2026-02-23 10:59:19,10:59:19,IDEA,10.91,3702567,5003898,-1301331,-6.64,9.08,NEUTRAL
2026-02-23 10:59:19,10:59:19,YESBANK,20.92,503204,741072,-237868,-11.09,22.59,SELL SIGNAL
2026-02-23 10:59:53,10:59:53,IDEA,10.89,3141408,4866132,-1724724,-18.93,5.61,NEUTRAL
2026-02-23 10:59:53,10:59:53,YESBANK,20.91,629001,698002,-69001,14.58,8.76,NEUTRAL
2026-02-23 11:00:31,11:00:31,IDEA,10.89,3752283,5821115,-2068832,-1.08,18.6,SELL SIGNAL
2026-02-23 11:00:31,11:00:31,YESBANK,20.9,726053,703951,22102,28.28,1.17,BUY SIGNAL
2026-02-23 11:01:01,11:01:01,IDEA,10.89,3173248,5708557,-2535309,-12.18,10.22,SELL SIGNAL
2026-02-23 11:01:01,11:01:01,YESBANK,20.92,436541,798919,-362378,-22.2,9.73,NEUTRAL
2026-02-23 11:01:32,11:01:32,IDEA,10.88,4401596,5054605,-653009,20.62,-3.94,NEUTRAL
2026-02-23 11:01:32,11:01:32,YESBANK,20.92,495848,756419,-260571,-9.76,2.57,NEUTRAL
2026-02-23 11:02:02,11:02:02,IDEA,10.89,4813475,5646633,-833158,25.65,5.54,NEUTRAL
2026-02-23 11:02:02,11:02:02,YESBANK,20.92,729952,749248,-19296,24.4,1.08,NEUTRAL
2026-02-23 11:02:33,11:02:33,IDEA,10.88,4819196,5348753,-529557,19.97,-1.09,NEUTRAL
2026-02-23 11:02:33,11:02:33,YESBANK,20.91,723158,706402,16756,16.0,-3.95,BUY SIGNAL
2026-02-23 11:03:03,11:03:03,IDEA,10.89,5227777,4387086,840691,19.78,-17.66,BUY SIGNAL
2026-02-23 11:03:04,11:03:04,YESBANK,20.92,511280,759875,-248595,-15.32,1.89,NEUTRAL
2026-02-23 11:03:34,11:03:34,IDEA,10.9,5505008,4393096,1111912,18.22,-13.69,BUY SIGNAL
2026-02-23 11:03:34,11:03:34,YESBANK,20.92,527896,784081,-256185,-7.51,3.28,NEUTRAL
2026-02-23 11:04:04,11:04:04,IDEA,10.9,4994804,4090076,904728,0.7,-15.14,NEUTRAL
2026-02-23 11:04:05,11:04:05,YESBANK,20.9,695965,680249,15716,13.35,-8.0,BUY SIGNAL
2026-02-23 11:04:35,11:04:35,IDEA,10.91,4971017,4124579,846438,-1.67,-11.59,NEUTRAL
2026-02-23 11:04:35,11:04:35,YESBANK,20.9,652756,678165,-25409,1.97,-6.63,NEUTRAL
2026-02-23 11:05:13,11:05:13,IDEA,10.89,4132642,4300495,-167853,-16.37,-3.16,NEUTRAL
2026-02-23 11:05:13,11:05:13,YESBANK,20.91,659099,719367,-60268,4.89,-0.28,NEUTRAL
2026-02-23 11:05:43,11:05:43,IDEA,10.89,4363964,4118582,245382,-10.31,-2.76,NEUTRAL
2026-02-23 11:05:43,11:05:43,YESBANK,20.9,649627,722500,-72873,5.44,-0.21,NEUTRAL
2026-02-23 11:06:14,11:06:14,IDEA,10.88,3571043,3852361,-281318,-22.2,-7.09,NEUTRAL
2026-02-23 11:06:14,11:06:14,YESBANK,20.91,645642,740890,-95248,1.12,2.78,NEUTRAL
2026-02-23 11:06:45,11:06:45,IDEA,10.88,3206549,4721089,-1514540,-23.77,12.37,SELL SIGNAL
2026-02-23 11:06:45,11:06:45,YESBANK,20.9,646418,728162,-81744,-1.8,2.33,NEUTRAL
2026-02-23 11:07:16,11:07:16,IDEA,10.87,3434622,5094123,-1659501,-12.97,16.61,SELL SIGNAL
2026-02-23 11:07:16,11:07:16,YESBANK,20.91,550208,765178,-214970,-13.21,5.44,NEUTRAL
2026-02-23 11:07:47,11:07:47,IDEA,10.87,3476035,4950375,-1474340,-5.99,9.86,NEUTRAL
2026-02-23 11:07:47,11:07:47,YESBANK,20.9,652450,504193,148257,2.93,-27.63,NEUTRAL
2026-02-23 11:08:18,11:08:18,IDEA,10.88,4104449,4640045,-535596,11.15,1.69,NEUTRAL
2026-02-23 11:08:18,11:08:18,YESBANK,20.91,699377,514352,185025,9.17,-22.37,NEUTRAL
2026-02-23 11:08:48,11:08:48,IDEA,10.88,3988253,3987261,992,9.86,-12.19,NEUTRAL
2026-02-23 11:08:48,11:08:48,YESBANK,20.89,727165,707375,19790,11.27,7.17,BUY SIGNAL
2026-02-23 11:09:19,11:09:19,IDEA,10.87,4072782,4098495,-25713,9.67,-10.55,NEUTRAL
2026-02-23 11:09:19,11:09:19,YESBANK,20.91,610190,628706,-18516,-5.78,-1.97,NEUTRAL
2026-02-23 11:09:49,11:09:49,IDEA,10.88,3707849,4011504,-303655,-2.36,-10.13,NEUTRAL
2026-02-23 11:09:49,11:09:49,YESBANK,20.9,677446,669019,8427,3.77,5.95,NEUTRAL
2026-02-23 11:10:20,11:10:20,IDEA,10.89,4216795,4033147,183648,7.36,-5.92,NEUTRAL
2026-02-23 11:10:20,11:10:20,YESBANK,20.94,379414,577002,-197588,-39.23,-3.85,NEUTRAL
2026-02-23 11:10:50,11:10:50,IDEA,10.89,4062617,4131862,-69245,0.92,-0.45,NEUTRAL
2026-02-23 11:10:50,11:10:50,YESBANK,20.92,479430,558729,-79299,-19.49,-8.28,NEUTRAL
2026-02-23 11:11:21,11:11:21,IDEA,10.89,4449810,3929567,520243,8.98,-2.54,NEUTRAL
2026-02-23 11:11:22,11:11:22,YESBANK,20.92,428714,639853,-211139,-22.11,1.55,NEUTRAL
2026-02-23 11:11:52,11:11:52,IDEA,10.89,4229631,4267475,-37844,2.58,4.63,NEUTRAL
2026-02-23 11:11:52,11:11:52,YESBANK,20.93,499486,690951,-191465,-2.53,10.13,SELL SIGNAL
2026-02-23 11:12:23,11:12:23,IDEA,10.89,4363642,4256225,107417,4.6,3.68,NEUTRAL
2026-02-23 11:12:23,11:12:23,YESBANK,20.91,522441,783034,-260593,4.95,19.9,SELL SIGNAL
2026-02-23 11:12:53,11:12:53,IDEA,10.88,4331525,4146598,184927,1.31,0.46,NEUTRAL
2026-02-23 11:12:54,11:12:54,YESBANK,20.9,518226,708863,-190637,9.96,7.45,NEUTRAL
2026-02-23 11:13:24,11:13:24,IDEA,10.88,4555174,4251636,303538,5.15,2.11,NEUTRAL
2026-02-23 11:13:24,11:13:24,YESBANK,20.9,677322,726818,-49496,30.02,6.15,NEUTRAL
2026-02-23 11:13:54,11:13:54,IDEA,10.89,5115671,3713908,1401763,13.49,-9.29,BUY SIGNAL
2026-02-23 11:13:55,11:13:55,YESBANK,20.9,793726,667953,125773,38.44,-4.97,BUY SIGNAL
2026-02-23 11:14:25,11:14:25,IDEA,10.89,5848726,3667299,2181427,23.37,-9.46,BUY SIGNAL
2026-02-23 11:14:25,11:14:25,YESBANK,20.91,798652,610170,188482,25.78,-12.58,BUY SIGNAL
2026-02-23 11:14:56,11:14:56,IDEA,10.89,6336449,3566007,2770442,24.44,-9.35,BUY SIGNAL
2026-02-23 11:14:56,11:14:56,YESBANK,20.9,785604,654385,131219,15.08,-5.42,BUY SIGNAL
2026-02-23 11:15:26,11:15:26,IDEA,10.9,5336725,3689177,1647548,1.57,-3.91,NEUTRAL
2026-02-23 11:15:26,11:15:26,YESBANK,20.91,796714,649831,146883,9.38,-2.96,NEUTRAL
2026-02-23 11:15:57,11:15:57,IDEA,10.92,4848117,4273449,574668,-9.21,10.7,NEUTRAL
2026-02-23 11:15:57,11:15:57,YESBANK,20.91,849148,669938,179210,8.37,1.02,NEUTRAL
2026-02-23 11:16:27,11:16:27,IDEA,10.93,4910426,4016109,894317,-9.06,5.11,NEUTRAL
2026-02-23 11:16:28,11:16:28,YESBANK,20.92,631329,849295,-217966,-18.63,24.24,SELL SIGNAL
2026-02-23 11:16:58,11:16:58,IDEA,10.93,5382301,3824274,1558027,-1.13,-0.39,NEUTRAL
2026-02-23 11:16:58,11:16:58,YESBANK,20.91,916913,780243,136670,15.13,11.1,BUY SIGNAL
2026-02-23 11:17:28,11:17:28,IDEA,10.93,5583841,3490003,2093838,3.41,-8.39,NEUTRAL
2026-02-23 11:17:29,11:17:29,YESBANK,20.9,836671,774278,62393,4.23,6.11,NEUTRAL
2026-02-23 11:17:59,11:17:59,IDEA,10.93,4795715,3611292,1184423,-6.75,-5.4,NEUTRAL
2026-02-23 11:17:59,11:17:59,YESBANK,20.91,838799,763918,74881,3.35,2.14,NEUTRAL
2026-02-23 11:18:30,11:18:30,IDEA,10.94,4546844,3319913,1226931,-9.27,-11.61,NEUTRAL
2026-02-23 11:18:30,11:18:30,YESBANK,20.91,809536,438860,370676,-0.52,-38.43,NEUTRAL
2026-02-23 11:19:00,11:19:00,IDEA,10.93,4207264,4220060,-12796,-14.21,12.63,SELL SIGNAL
2026-02-23 11:19:00,11:19:00,YESBANK,20.9,635504,547587,87917,-18.33,-20.91,NEUTRAL
2026-02-23 11:19:32,11:19:32,IDEA,10.94,4230570,3343953,886617,-11.7,-8.0,NEUTRAL
2026-02-23 11:19:32,11:19:32,YESBANK,20.88,911924,460314,451610,10.55,-26.65,BUY SIGNAL
2026-02-23 11:20:03,11:20:03,IDEA,10.94,3157886,4349045,-1191159,-28.56,16.84,SELL SIGNAL
2026-02-23 11:20:03,11:20:03,YESBANK,20.89,874682,410442,464240,6.95,-27.47,NEUTRAL
2026-02-23 11:20:33,11:20:33,IDEA,10.94,2933569,4509707,-1576138,-26.27,15.86,SELL SIGNAL
2026-02-23 11:20:33,11:20:33,YESBANK,20.89,748362,453912,294450,-6.82,-11.43,NEUTRAL
2026-02-23 11:21:11,11:21:11,IDEA,10.93,3394143,4541736,-1147593,-9.37,12.21,SELL SIGNAL
2026-02-23 11:21:11,11:21:11,YESBANK,20.89,758960,498897,260063,-3.91,6.53,NEUTRAL
2026-02-23 11:21:48,11:21:48,IDEA,10.93,3133640,4845241,-1711601,-10.71,12.64,SELL SIGNAL
2026-02-23 11:21:49,11:21:49,YESBANK,20.89,855328,498153,357175,7.26,4.17,NEUTRAL
2026-02-23 11:22:19,11:22:19,IDEA,10.92,4058238,3703152,355086,16.46,-12.15,BUY SIGNAL
2026-02-23 11:22:19,11:22:19,YESBANK,20.89,826675,559643,267032,-0.32,16.54,NEUTRAL
2026-02-23 11:22:49,11:22:49,IDEA,10.92,3704609,4253079,-548470,9.05,-2.61,NEUTRAL
2026-02-23 11:22:50,11:22:50,YESBANK,20.89,708568,581495,127073,-10.92,16.2,NEUTRAL
2026-02-23 11:23:20,11:23:20,IDEA,10.92,3796970,4005597,-208627,8.38,-7.06,NEUTRAL
2026-02-23 11:23:20,11:23:20,YESBANK,20.88,789874,453303,336571,1.1,-10.69,NEUTRAL
2026-02-23 11:23:51,11:23:51,IDEA,10.93,3425913,4047804,-621891,-4.45,-4.37,NEUTRAL
2026-02-23 11:23:51,11:23:51,YESBANK,20.89,753175,589923,163252,-3.7,11.26,NEUTRAL
2026-02-23 11:24:21,11:24:21,IDEA,10.93,3886388,3981600,-95212,5.96,-3.81,NEUTRAL
2026-02-23 11:24:21,11:24:21,YESBANK,20.89,736303,573888,162415,-5.4,5.74,NEUTRAL
2026-02-23 11:24:52,11:24:52,IDEA,10.93,3890897,4078546,-187649,2.56,1.67,NEUTRAL
2026-02-23 11:24:52,11:24:52,YESBANK,20.89,753856,571279,182577,-0.99,2.95,NEUTRAL
2026-02-23 11:25:22,11:25:22,IDEA,10.92,4061451,3611592,449859,7.04,-9.63,NEUTRAL
2026-02-23 11:25:23,11:25:23,YESBANK,20.88,736753,610101,126652,-1.3,8.3,NEUTRAL
2026-02-23 11:26:00,11:26:00,IDEA,10.93,3971521,3348595,622926,3.46,-12.92,NEUTRAL
2026-02-23 11:26:00,11:26:00,YESBANK,20.89,753001,622930,130071,-0.11,9.24,NEUTRAL
2026-02-23 11:26:30,11:26:30,IDEA,10.92,3642185,3506829,135356,-4.48,-6.8,NEUTRAL
2026-02-23 11:26:31,11:26:31,YESBANK,20.88,668191,621073,47118,-8.91,3.82,NEUTRAL
2026-02-23 11:27:01,11:27:01,IDEA,10.92,3647131,3560976,86155,-5.27,-3.27,NEUTRAL
2026-02-23 11:27:01,11:27:01,YESBANK,20.87,842278,513268,329010,12.54,-12.33,BUY SIGNAL
2026-02-23 11:27:32,11:27:32,IDEA,10.91,4222599,3113961,1108638,8.11,-11.95,NEUTRAL
2026-02-23 11:27:32,11:27:32,YESBANK,20.88,890084,559350,330734,14.99,-4.06,BUY SIGNAL
2026-02-23 11:28:02,11:28:02,IDEA,10.92,4081816,3191413,890403,3.66,-5.83,NEUTRAL
2026-02-23 11:28:02,11:28:02,YESBANK,20.89,855021,630854,224167,8.11,6.4,NEUTRAL
2026-02-23 11:28:33,11:28:33,IDEA,10.92,4023328,3268850,754478,2.34,-1.89,NEUTRAL
2026-02-23 11:28:33,11:28:33,YESBANK,20.89,853147,639807,213340,5.29,7.01,NEUTRAL
2026-02-23 11:29:10,11:29:10,IDEA,10.92,4113291,3279804,833487,4.0,-1.22,NEUTRAL
2026-02-23 11:29:10,11:29:10,YESBANK,20.88,976212,548588,427624,15.19,-6.3,BUY SIGNAL
2026-02-23 11:29:41,11:29:41,IDEA,10.91,4283265,3094732,1188533,5.45,-4.82,NEUTRAL
2026-02-23 11:29:41,11:29:41,YESBANK,20.88,960454,567378,393076,7.17,-1.59,NEUTRAL
2026-02-23 11:30:11,11:30:11,IDEA,10.92,4014052,3594309,419743,-2.64,10.35,NEUTRAL
2026-02-23 11:30:12,11:30:12,YESBANK,20.89,999722,543185,456537,8.38,-6.59,NEUTRAL
2026-02-23 11:30:42,11:30:42,IDEA,10.91,4098919,3680614,418305,-0.09,9.82,NEUTRAL
2026-02-23 11:30:43,11:30:43,YESBANK,20.88,1025736,543167,482569,8.54,-6.16,NEUTRAL
2026-02-23 11:31:13,11:31:13,IDEA,10.92,4264199,3538996,725203,3.18,3.8,NEUTRAL
2026-02-23 11:31:13,11:31:13,YESBANK,20.89,902628,590864,311764,-5.28,3.27,NEUTRAL
2026-02-23 11:31:44,11:31:44,IDEA,10.92,4177350,3864322,313028,0.45,10.13,NEUTRAL
2026-02-23 11:31:44,11:31:44,YESBANK,20.88,883987,574677,309310,-7.74,2.38,NEUTRAL
2026-02-23 11:32:14,11:32:14,IDEA,10.92,4223081,3625467,597614,1.11,1.66,NEUTRAL
2026-02-23 11:32:14,11:32:14,YESBANK,20.88,853019,436544,416475,-9.02,-19.55,NEUTRAL
2026-02-23 11:32:45,11:32:45,IDEA,10.92,4306219,3420636,885583,3.0,-5.53,NEUTRAL
2026-02-23 11:32:45,11:32:45,YESBANK,20.88,825385,435103,390282,-9.8,-16.42,NEUTRAL
2026-02-23 11:33:15,11:33:15,IDEA,10.91,4369965,3400025,969940,3.07,-5.25,NEUTRAL
2026-02-23 11:33:16,11:33:16,YESBANK,20.86,940921,351314,589607,3.94,-28.1,NEUTRAL
2026-02-23 11:33:46,11:33:46,IDEA,10.92,4358501,3263052,1095449,1.76,-7.27,NEUTRAL
2026-02-23 11:33:46,11:33:46,YESBANK,20.87,979815,465567,514248,9.16,-2.13,NEUTRAL
2026-02-23 11:34:17,11:34:17,IDEA,10.92,4402589,3473706,928883,2.24,-0.97,NEUTRAL
2026-02-23 11:34:17,11:34:17,YESBANK,20.87,868915,572071,296844,-2.59,21.06,NEUTRAL
2026-02-23 11:34:47,11:34:47,IDEA,10.92,4453784,3294622,1159162,2.33,-3.47,NEUTRAL
2026-02-23 11:34:47,11:34:47,YESBANK,20.87,863416,630893,232523,-2.83,30.91,NEUTRAL
2026-02-23 11:35:18,11:35:18,IDEA,10.92,4365383,3495775,869608,-0.24,3.08,NEUTRAL
2026-02-23 11:35:18,11:35:18,YESBANK,20.86,1006709,570865,435844,10.12,13.2,BUY SIGNAL
2026-02-23 11:35:48,11:35:48,IDEA,10.92,5278841,3289704,1989137,16.32,-2.37,BUY SIGNAL
2026-02-23 11:35:49,11:35:49,YESBANK,20.85,1002867,595573,407294,6.26,12.15,NEUTRAL
2026-02-23 11:36:19,11:36:19,IDEA,10.93,4881618,3381758,1499860,5.58,0.46,NEUTRAL
2026-02-23 11:36:19,11:36:19,YESBANK,20.86,1004404,506384,498020,5.24,-9.07,NEUTRAL
2026-02-23 11:36:49,11:36:49,IDEA,10.92,5066354,3206459,1859895,6.85,-4.48,NEUTRAL
2026-02-23 11:36:50,11:36:50,YESBANK,20.85,1032719,497090,535629,7.22,-11.57,NEUTRAL
2026-02-23 11:37:20,11:37:20,IDEA,10.94,4256571,4035288,221283,-9.76,16.94,NEUTRAL
2026-02-23 11:37:20,11:37:20,YESBANK,20.87,911636,520644,390992,-6.05,-5.95,NEUTRAL
2026-02-23 11:37:51,11:37:51,IDEA,10.93,5745154,4195982,1549172,16.48,16.53,BUY SIGNAL
2026-02-23 11:37:51,11:37:51,YESBANK,20.87,891817,529701,362116,-8.53,-1.31,NEUTRAL
2026-02-23 11:38:21,11:38:21,IDEA,10.94,5873514,4920157,953357,13.31,28.19,BUY SIGNAL
2026-02-23 11:38:22,11:38:22,YESBANK,20.86,895693,530024,365669,-6.36,0.02,NEUTRAL
2026-02-23 11:39:00,11:39:00,IDEA,10.94,5975779,4767503,1208276,12.75,16.72,BUY SIGNAL
2026-02-23 11:39:00,11:39:00,YESBANK,20.86,914489,530358,384131,-2.9,2.18,NEUTRAL
2026-02-23 11:39:30,11:39:30,IDEA,10.93,6113828,5424374,689454,11.06,22.59,BUY SIGNAL
2026-02-23 11:39:31,11:39:31,YESBANK,20.88,763280,680178,83102,-15.34,24.12,NEUTRAL
2026-02-23 11:40:08,11:40:08,IDEA,10.93,5056996,3987354,1069642,-8.12,-12.46,NEUTRAL
2026-02-23 11:40:08,11:40:08,YESBANK,20.86,982191,584947,397244,9.97,3.96,NEUTRAL
2026-02-23 11:40:39,11:40:39,IDEA,10.93,5400811,3924794,1476017,-5.15,-13.49,NEUTRAL
2026-02-23 11:40:39,11:40:39,YESBANK,20.87,1103950,588384,515566,19.32,2.52,BUY SIGNAL
2026-02-23 11:41:10,11:41:10,IDEA,10.93,5090157,4034414,1055743,-8.86,-10.54,NEUTRAL
2026-02-23 11:41:10,11:41:10,YESBANK,20.86,1088692,589250,499442,13.64,0.92,BUY SIGNAL
2026-02-23 11:41:41,11:41:41,IDEA,10.93,5543282,4008993,1534289,0.24,-8.01,NEUTRAL
2026-02-23 11:41:41,11:41:41,YESBANK,20.87,1055519,680552,374967,7.19,11.76,NEUTRAL
2026-02-23 11:42:12,11:42:12,IDEA,10.96,4040926,4521944,-481018,-22.4,4.75,NEUTRAL
2026-02-23 11:42:12,11:42:12,YESBANK,20.87,977778,658362,319416,-1.75,4.46,NEUTRAL
2026-02-23 11:43:03,11:43:03,IDEA,10.96,4349202,4301850,47352,-11.49,4.16,NEUTRAL
2026-02-23 11:43:04,11:43:04,YESBANK,20.86,1134734,626237,508497,7.34,0.8,NEUTRAL
