Timestamp,Time,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change_3min,Sell_%_Change_3min,Signal
2026-02-25 10:37:21,10:37:21,IDEA,10.93,5695337,6436923,-741586,-12.85,0.99,NEUTRAL
2026-02-25 10:37:21,10:37:21,YESBANK,20.83,797496,779037,18459,0.56,-1.88,NEUTRAL
2026-02-25 12:50:39,12:50:39,IDEA,10.82,8674846,4506611,4168235,29.07,-26.17,BUY SIGNAL
2026-02-25 12:50:39,12:50:39,YESBANK,20.65,1924921,530318,1394603,97.68,-29.55,BUY SIGNAL
2026-02-25 12:51:09,12:51:09,IDEA,10.82,8046537,5283602,2762935,15.82,-10.67,BUY SIGNAL
2026-02-25 12:51:10,12:51:10,YESBANK,20.66,1115851,883734,232117,8.18,15.63,NEUTRAL
2026-02-25 12:51:40,12:51:40,IDEA,10.82,8435626,4709185,3726441,16.24,-16.33,BUY SIGNAL
2026-02-25 12:51:40,12:51:40,YESBANK,20.65,1916751,571922,1344829,56.77,-21.06,BUY SIGNAL
2026-02-25 12:52:10,12:52:10,IDEA,10.81,8399254,4878574,3520680,11.39,-8.71,BUY SIGNAL
2026-02-25 12:52:10,12:52:10,YESBANK,20.66,1265826,795452,470374,-2.78,10.0,NEUTRAL
2026-02-25 12:52:41,12:52:41,IDEA,10.81,8982325,4049066,4933259,11.73,-18.65,BUY SIGNAL
2026-02-25 12:52:41,12:52:41,YESBANK,20.66,1202619,875479,327140,-12.25,18.42,NEUTRAL
2026-02-25 12:53:11,12:53:11,IDEA,10.82,9246754,4717337,4529417,7.14,0.57,NEUTRAL
2026-02-25 12:53:11,12:53:11,YESBANK,20.65,1881709,619514,1262195,21.3,-13.08,BUY SIGNAL
2026-02-25 12:53:42,12:53:42,IDEA,10.83,9477298,4896361,4580937,8.13,2.96,NEUTRAL
2026-02-25 12:53:42,12:53:42,YESBANK,20.65,1855454,597605,1257849,20.51,-17.45,BUY SIGNAL
2026-02-25 12:54:12,12:54:12,IDEA,10.83,9480686,4630377,4850309,5.3,-0.35,NEUTRAL
2026-02-25 12:54:13,12:54:13,YESBANK,20.64,1906766,583427,1323339,14.07,-13.43,BUY SIGNAL
2026-02-25 12:54:43,12:54:43,IDEA,10.83,9469218,5073451,4395767,3.2,7.77,NEUTRAL
2026-02-25 12:54:43,12:54:43,YESBANK,20.64,1849096,620851,1228245,11.37,-8.97,BUY SIGNAL
2026-02-25 12:55:13,12:55:13,IDEA,10.83,9025094,4842106,4182988,-2.75,2.99,NEUTRAL
2026-02-25 12:55:13,12:55:13,YESBANK,20.65,1638760,588273,1050487,-4.86,-9.15,NEUTRAL
2026-02-25 12:55:44,12:55:44,IDEA,10.83,9410727,4352567,5058160,0.63,-8.41,NEUTRAL
2026-02-25 12:55:44,12:55:44,YESBANK,20.64,1827260,567483,1259777,0.04,-4.82,NEUTRAL
2026-02-25 12:56:14,12:56:14,IDEA,10.83,8738683,4883778,3854905,-5.7,2.18,NEUTRAL
2026-02-25 12:56:14,12:56:14,YESBANK,20.66,1068987,817597,251390,-36.79,29.94,NEUTRAL
2026-02-25 12:56:45,12:56:45,IDEA,10.83,9329251,4304136,5025115,0.94,-8.05,NEUTRAL
2026-02-25 12:56:45,12:56:45,YESBANK,20.64,1828231,551179,1277052,8.4,-11.31,NEUTRAL
