Time,Symbol,LTP,Buy_Qty,Sell_Qty,Diff,Prev_Buy,Buy_Diff,Buy_%_Change,Signal
14:59:27,YESBANK,18.32,569258,509497,59761,471747,97511,20.67,🟢 BUY
14:59:30,IDEA,8.9,8665637,2744632,5921005,8665637,0,0.0,⚪ NEUTRAL
14:59:30,YESBANK,18.32,569258,509497,59761,569258,0,0.0,⚪ NEUTRAL
14:59:34,IDEA,8.9,8685313,3382334,5302979,8665637,19676,0.23,⚪ NEUTRAL
14:59:34,YESBANK,18.32,515605,539273,-23668,569258,-53653,-9.43,🔴 SELL
14:59:37,IDEA,8.9,8500376,3635024,4865352,8685313,-184937,-2.13,🔴 SELL
14:59:37,YESBANK,18.32,515605,539273,-23668,515605,0,0.0,⚪ NEUTRAL
14:59:41,IDEA,8.9,8500376,3635024,4865352,8500376,0,0.0,⚪ NEUTRAL
14:59:41,YESBANK,18.32,520209,553270,-33061,515605,4604,0.89,⚪ NEUTRAL
14:59:44,IDEA,8.9,8955441,3246147,5709294,8500376,455065,5.35,🟢 BUY
14:59:44,YESBANK,18.32,520209,553270,-33061,520209,0,0.0,⚪ NEUTRAL
14:59:47,IDEA,8.9,8955441,3246147,5709294,8955441,0,0.0,⚪ NEUTRAL
14:59:48,YESBANK,18.32,519033,637834,-118801,520209,-1176,-0.23,⚪ NEUTRAL
14:59:51,IDEA,8.9,9507304,3320843,6186461,8955441,551863,6.16,🟢 BUY
14:59:51,YESBANK,18.32,436946,621190,-184244,519033,-82087,-15.82,🔴 SELL
14:59:54,IDEA,8.9,9507304,3320843,6186461,9507304,0,0.0,⚪ NEUTRAL
14:59:55,YESBANK,18.32,436946,621190,-184244,436946,0,0.0,⚪ NEUTRAL
14:59:58,IDEA,8.89,9472837,3542252,5930585,9507304,-34467,-0.36,⚪ NEUTRAL
14:59:58,YESBANK,18.31,442081,635397,-193316,436946,5135,1.18,⚪ NEUTRAL
15:00:01,IDEA,8.9,10073414,2897834,7175580,9472837,600577,6.34,🟢 BUY
15:00:02,YESBANK,18.32,442081,635397,-193316,442081,0,0.0,⚪ NEUTRAL
15:00:05,IDEA,8.91,10073414,2897834,7175580,10073414,0,0.0,⚪ NEUTRAL
15:00:05,YESBANK,18.32,514691,401437,113254,442081,72610,16.42,🟢 BUY
15:00:08,IDEA,8.91,6676194,3559395,3116799,10073414,-3397220,-33.72,🔴 SELL
15:00:08,YESBANK,18.32,514691,401437,113254,514691,0,0.0,⚪ NEUTRAL
15:00:12,IDEA,8.91,6676194,3559395,3116799,6676194,0,0.0,⚪ NEUTRAL
15:00:12,YESBANK,18.32,588757,416104,172653,514691,74066,14.39,🟢 BUY
15:00:15,IDEA,8.91,7016835,3368615,3648220,6676194,340641,5.1,🟢 BUY
15:00:15,YESBANK,18.32,588757,416104,172653,588757,0,0.0,⚪ NEUTRAL
15:00:19,IDEA,8.91,7016835,3368615,3648220,7016835,0,0.0,⚪ NEUTRAL
15:00:19,YESBANK,18.32,570639,642286,-71647,588757,-18118,-3.08,🔴 SELL
15:00:22,IDEA,8.9,6962669,3679280,3283389,7016835,-54166,-0.77,⚪ NEUTRAL
15:00:23,YESBANK,18.32,346613,941372,-594759,570639,-224026,-39.26,🔴 SELL
15:00:26,IDEA,8.9,6962669,3679280,3283389,6962669,0,0.0,⚪ NEUTRAL
15:00:27,YESBANK,18.32,346613,941372,-594759,346613,0,0.0,⚪ NEUTRAL
15:00:30,IDEA,8.9,6948140,3667453,3280687,6962669,-14529,-0.21,⚪ NEUTRAL
15:00:30,YESBANK,18.31,395711,1069731,-674020,346613,49098,14.17,🟢 BUY
15:00:34,IDEA,8.9,6948140,3667453,3280687,6948140,0,0.0,⚪ NEUTRAL
15:00:34,YESBANK,18.32,395711,1069731,-674020,395711,0,0.0,⚪ NEUTRAL
15:00:37,IDEA,8.91,7093081,3619444,3473637,6948140,144941,2.09,🟢 BUY
15:00:38,YESBANK,18.3,687701,1111870,-424169,395711,291990,73.79,🟢 BUY
15:00:41,IDEA,8.9,9314174,3081828,6232346,7093081,2221093,31.31,🟢 BUY
15:00:41,YESBANK,18.3,687701,1111870,-424169,687701,0,0.0,⚪ NEUTRAL
15:00:44,IDEA,8.9,9314174,3081828,6232346,9314174,0,0.0,⚪ NEUTRAL
15:00:45,YESBANK,18.28,710674,1040740,-330066,687701,22973,3.34,🟢 BUY
15:00:48,IDEA,8.9,7291034,3672672,3618362,9314174,-2023140,-21.72,🔴 SELL
15:00:48,YESBANK,18.28,710674,1040740,-330066,710674,0,0.0,⚪ NEUTRAL
15:00:51,IDEA,8.9,7291034,3672672,3618362,7291034,0,0.0,⚪ NEUTRAL
15:00:51,YESBANK,18.31,320367,912216,-591849,710674,-390307,-54.92,🔴 SELL
15:00:55,IDEA,8.91,7429624,3585580,3844044,7291034,138590,1.9,⚪ NEUTRAL
15:00:55,YESBANK,18.31,320367,912216,-591849,320367,0,0.0,⚪ NEUTRAL
15:00:58,IDEA,8.91,7429624,3585580,3844044,7429624,0,0.0,⚪ NEUTRAL
15:00:58,YESBANK,18.31,345965,846977,-501012,320367,25598,7.99,🟢 BUY
15:01:02,IDEA,8.91,7417777,3290664,4127113,7429624,-11847,-0.16,⚪ NEUTRAL
15:01:02,YESBANK,18.31,345965,846977,-501012,345965,0,0.0,⚪ NEUTRAL
15:01:05,IDEA,8.91,7417777,3290664,4127113,7417777,0,0.0,⚪ NEUTRAL
15:01:05,YESBANK,18.31,479187,845306,-366119,345965,133222,38.51,🟢 BUY
15:01:09,IDEA,8.91,7782732,2906121,4876611,7417777,364955,4.92,🟢 BUY
15:01:09,YESBANK,18.31,479187,845306,-366119,479187,0,0.0,⚪ NEUTRAL
15:01:12,IDEA,8.9,7782732,2906121,4876611,7782732,0,0.0,⚪ NEUTRAL
15:01:12,YESBANK,18.32,387788,489435,-101647,479187,-91399,-19.07,🔴 SELL
15:01:15,IDEA,8.92,6479797,3821018,2658779,7782732,-1302935,-16.74,🔴 SELL
15:01:16,YESBANK,18.32,387788,489435,-101647,387788,0,0.0,⚪ NEUTRAL
15:01:19,IDEA,8.92,6479797,3821018,2658779,6479797,0,0.0,⚪ NEUTRAL
15:01:19,YESBANK,18.33,392811,396533,-3722,387788,5023,1.3,⚪ NEUTRAL
15:01:23,IDEA,8.91,8005318,3204660,4800658,6479797,1525521,23.54,🟢 BUY
15:01:23,YESBANK,18.33,384307,403990,-19683,392811,-8504,-2.16,🔴 SELL
15:01:26,IDEA,8.91,8005318,3204660,4800658,8005318,0,0.0,⚪ NEUTRAL
15:01:27,YESBANK,18.33,384307,403990,-19683,384307,0,0.0,⚪ NEUTRAL
15:01:30,IDEA,8.92,6393955,3858037,2535918,8005318,-1611363,-20.13,🔴 SELL
15:01:30,YESBANK,18.33,421531,379186,42345,384307,37224,9.69,🟢 BUY
15:01:33,IDEA,8.92,6393955,3858037,2535918,6393955,0,0.0,⚪ NEUTRAL
15:01:33,YESBANK,18.33,421531,379186,42345,421531,0,0.0,⚪ NEUTRAL
15:01:37,IDEA,8.92,6972792,3275525,3697267,6393955,578837,9.05,🟢 BUY
15:01:37,YESBANK,18.33,392294,330602,61692,421531,-29237,-6.94,🔴 SELL
15:01:40,IDEA,8.92,6972792,3275525,3697267,6972792,0,0.0,⚪ NEUTRAL
15:01:40,YESBANK,18.35,392294,330602,61692,392294,0,0.0,⚪ NEUTRAL
15:01:44,IDEA,8.92,6829064,2882939,3946125,6972792,-143728,-2.06,🔴 SELL
15:01:44,YESBANK,18.35,454957,466892,-11935,392294,62663,15.97,🟢 BUY
15:01:47,IDEA,8.93,5712788,3258039,2454749,6829064,-1116276,-16.35,🔴 SELL
15:01:48,YESBANK,18.35,454957,466892,-11935,454957,0,0.0,⚪ NEUTRAL
15:01:51,IDEA,8.93,5712788,3258039,2454749,5712788,0,0.0,⚪ NEUTRAL
15:01:51,YESBANK,18.33,528331,468963,59368,454957,73374,16.13,🟢 BUY
15:01:54,IDEA,8.92,6546312,3599148,2947164,5712788,833524,14.59,🟢 BUY
15:01:55,YESBANK,18.35,528331,468963,59368,528331,0,0.0,⚪ NEUTRAL
15:01:58,IDEA,8.92,6546312,3599148,2947164,6546312,0,0.0,⚪ NEUTRAL
15:01:58,YESBANK,18.35,601873,541884,59989,528331,73542,13.92,🟢 BUY
15:02:01,IDEA,8.93,6713357,3129597,3583760,6546312,167045,2.55,🟢 BUY
15:02:02,YESBANK,18.35,601873,541884,59989,601873,0,0.0,⚪ NEUTRAL
15:02:05,IDEA,8.93,6713357,3129597,3583760,6713357,0,0.0,⚪ NEUTRAL
15:02:05,YESBANK,18.35,652879,290036,362843,601873,51006,8.47,🟢 BUY
15:02:08,IDEA,8.94,5364898,3841429,1523469,6713357,-1348459,-20.09,🔴 SELL
15:02:09,YESBANK,18.35,652879,290036,362843,652879,0,0.0,⚪ NEUTRAL
15:02:12,IDEA,8.94,5364898,3841429,1523469,5364898,0,0.0,⚪ NEUTRAL
15:02:12,YESBANK,18.37,596695,495646,101049,652879,-56184,-8.61,🔴 SELL
15:02:15,IDEA,8.94,5488260,3627854,1860406,5364898,123362,2.3,🟢 BUY
15:02:16,YESBANK,18.37,596695,495646,101049,596695,0,0.0,⚪ NEUTRAL
15:02:19,IDEA,8.94,5488260,3627854,1860406,5488260,0,0.0,⚪ NEUTRAL
15:02:19,YESBANK,18.37,579047,453065,125982,596695,-17648,-2.96,🔴 SELL
15:02:22,IDEA,8.94,5198961,3989542,1209419,5488260,-289299,-5.27,🔴 SELL
15:02:23,YESBANK,18.37,579047,453065,125982,579047,0,0.0,⚪ NEUTRAL
15:02:26,IDEA,8.94,5198961,3989542,1209419,5198961,0,0.0,⚪ NEUTRAL
15:02:26,YESBANK,18.35,583298,516405,66893,579047,4251,0.73,⚪ NEUTRAL
15:02:29,IDEA,8.94,5165099,4086104,1078995,5198961,-33862,-0.65,⚪ NEUTRAL
15:02:30,YESBANK,18.37,583298,516405,66893,583298,0,0.0,⚪ NEUTRAL
15:02:33,IDEA,8.94,5165099,4086104,1078995,5165099,0,0.0,⚪ NEUTRAL
15:02:33,YESBANK,18.36,592443,464386,128057,583298,9145,1.57,⚪ NEUTRAL
15:02:37,IDEA,8.94,5279819,3973815,1306004,5165099,114720,2.22,🟢 BUY
15:02:37,YESBANK,18.36,592443,464386,128057,592443,0,0.0,⚪ NEUTRAL
15:02:40,IDEA,8.94,5279819,3973815,1306004,5279819,0,0.0,⚪ NEUTRAL
15:02:40,YESBANK,18.37,523104,509131,13973,592443,-69339,-11.7,🔴 SELL
15:02:44,IDEA,8.94,5522024,3611963,1910061,5279819,242205,4.59,🟢 BUY
15:02:44,YESBANK,18.37,378324,442084,-63760,523104,-144780,-27.68,🔴 SELL
15:02:47,IDEA,8.94,5522024,3611963,1910061,5522024,0,0.0,⚪ NEUTRAL
15:02:47,YESBANK,18.37,378324,442084,-63760,378324,0,0.0,⚪ NEUTRAL
15:02:51,IDEA,8.94,5147229,3846851,1300378,5522024,-374795,-6.79,🔴 SELL
15:02:51,YESBANK,18.38,471778,444650,27128,378324,93454,24.7,🟢 BUY
15:02:54,IDEA,8.94,5147229,3846851,1300378,5147229,0,0.0,⚪ NEUTRAL
15:02:54,YESBANK,18.38,471778,444650,27128,471778,0,0.0,⚪ NEUTRAL
15:02:58,IDEA,8.94,5671628,3660981,2010647,5147229,524399,10.19,🟢 BUY
15:02:58,YESBANK,18.38,594335,480381,113954,471778,122557,25.98,🟢 BUY
15:03:01,IDEA,8.94,5671628,3660981,2010647,5671628,0,0.0,⚪ NEUTRAL
15:03:01,YESBANK,18.38,594335,480381,113954,594335,0,0.0,⚪ NEUTRAL
15:03:04,IDEA,8.95,3733559,4096729,-363170,5671628,-1938069,-34.17,🔴 SELL
15:03:05,YESBANK,18.38,619955,542047,77908,594335,25620,4.31,🟢 BUY
15:03:08,IDEA,8.95,3733559,4096729,-363170,3733559,0,0.0,⚪ NEUTRAL
15:03:08,YESBANK,18.38,619955,542047,77908,619955,0,0.0,⚪ NEUTRAL
15:03:11,IDEA,8.95,4592701,4244042,348659,3733559,859142,23.01,🟢 BUY
15:03:11,YESBANK,18.38,623468,809379,-185911,619955,3513,0.57,⚪ NEUTRAL
15:03:15,IDEA,8.95,4801517,4672649,128868,4592701,208816,4.55,🟢 BUY
15:03:15,YESBANK,18.38,623468,809379,-185911,623468,0,0.0,⚪ NEUTRAL
15:03:18,IDEA,8.95,4801517,4672649,128868,4801517,0,0.0,⚪ NEUTRAL
15:03:18,YESBANK,18.38,408822,789542,-380720,623468,-214646,-34.43,🔴 SELL
15:03:22,IDEA,8.95,4990749,4388428,602321,4801517,189232,3.94,🟢 BUY
15:03:22,YESBANK,18.38,408822,789542,-380720,408822,0,0.0,⚪ NEUTRAL
15:03:25,IDEA,8.95,4990749,4388428,602321,4990749,0,0.0,⚪ NEUTRAL
15:03:25,YESBANK,18.37,428544,601512,-172968,408822,19722,4.82,🟢 BUY
15:03:28,IDEA,8.95,4678783,4694279,-15496,4990749,-311966,-6.25,🔴 SELL
15:03:29,YESBANK,18.37,428544,601512,-172968,428544,0,0.0,⚪ NEUTRAL
15:03:32,IDEA,8.95,4678783,4694279,-15496,4678783,0,0.0,⚪ NEUTRAL
15:03:32,YESBANK,18.39,431650,560479,-128829,428544,3106,0.72,⚪ NEUTRAL
15:03:35,IDEA,8.94,5444052,4972233,471819,4678783,765269,16.36,🟢 BUY
15:03:35,YESBANK,18.39,431650,560479,-128829,431650,0,0.0,⚪ NEUTRAL
15:03:39,IDEA,8.94,5444052,4972233,471819,5444052,0,0.0,⚪ NEUTRAL
15:03:39,YESBANK,18.39,481974,665283,-183309,431650,50324,11.66,🟢 BUY
15:03:42,IDEA,8.94,5272289,6178471,-906182,5444052,-171763,-3.16,🔴 SELL
15:03:42,YESBANK,18.39,481974,665283,-183309,481974,0,0.0,⚪ NEUTRAL
15:03:45,IDEA,8.93,5272289,6178471,-906182,5272289,0,0.0,⚪ NEUTRAL
15:03:46,YESBANK,18.38,452273,681863,-229590,481974,-29701,-6.16,🔴 SELL
15:03:49,IDEA,8.93,5102065,6209711,-1107646,5272289,-170224,-3.23,🔴 SELL
15:03:49,YESBANK,18.38,458354,625293,-166939,452273,6081,1.34,⚪ NEUTRAL
15:03:53,IDEA,8.93,6295794,5879581,416213,5102065,1193729,23.4,🟢 BUY
15:03:53,YESBANK,18.38,458354,625293,-166939,458354,0,0.0,⚪ NEUTRAL
15:03:56,IDEA,8.93,6295794,5879581,416213,6295794,0,0.0,⚪ NEUTRAL
15:03:56,YESBANK,18.38,532695,635433,-102738,458354,74341,16.22,🟢 BUY
15:04:00,IDEA,8.92,6540361,5864702,675659,6295794,244567,3.88,🟢 BUY
15:04:01,YESBANK,18.38,532695,635433,-102738,532695,0,0.0,⚪ NEUTRAL
15:04:04,IDEA,8.92,6540361,5864702,675659,6540361,0,0.0,⚪ NEUTRAL
15:04:04,YESBANK,18.37,529825,597687,-67862,532695,-2870,-0.54,⚪ NEUTRAL
15:04:07,IDEA,8.93,6620375,5580848,1039527,6540361,80014,1.22,⚪ NEUTRAL
15:04:08,YESBANK,18.37,529825,597687,-67862,529825,0,0.0,⚪ NEUTRAL
15:04:11,IDEA,8.93,6620375,5580848,1039527,6620375,0,0.0,⚪ NEUTRAL
15:04:11,YESBANK,18.38,484066,558472,-74406,529825,-45759,-8.64,🔴 SELL
15:04:14,IDEA,8.93,6736257,5399515,1336742,6620375,115882,1.75,⚪ NEUTRAL
15:04:15,YESBANK,18.38,466732,648800,-182068,484066,-17334,-3.58,🔴 SELL
15:04:18,IDEA,8.93,6736257,5399515,1336742,6736257,0,0.0,⚪ NEUTRAL
15:04:18,YESBANK,18.38,466732,648800,-182068,466732,0,0.0,⚪ NEUTRAL
15:04:21,IDEA,8.93,7839047,5428342,2410705,6736257,1102790,16.37,🟢 BUY
15:04:22,YESBANK,18.38,524349,628861,-104512,466732,57617,12.34,🟢 BUY
15:04:25,IDEA,8.93,7839047,5428342,2410705,7839047,0,0.0,⚪ NEUTRAL
15:04:25,YESBANK,18.38,524349,628861,-104512,524349,0,0.0,⚪ NEUTRAL
15:04:28,IDEA,8.94,6580162,5162322,1417840,7839047,-1258885,-16.06,🔴 SELL
15:04:28,YESBANK,18.38,450977,681179,-230202,524349,-73372,-13.99,🔴 SELL
15:04:32,IDEA,8.94,6580162,5162322,1417840,6580162,0,0.0,⚪ NEUTRAL
15:04:32,YESBANK,18.38,450977,681179,-230202,450977,0,0.0,⚪ NEUTRAL
15:04:35,IDEA,8.94,6941405,5426084,1515321,6580162,361243,5.49,🟢 BUY
15:04:35,YESBANK,18.38,382278,666076,-283798,450977,-68699,-15.23,🔴 SELL
15:04:39,IDEA,8.94,7424886,5153860,2271026,6941405,483481,6.97,🟢 BUY
15:04:39,YESBANK,18.37,382278,666076,-283798,382278,0,0.0,⚪ NEUTRAL
15:04:42,IDEA,8.94,7424886,5153860,2271026,7424886,0,0.0,⚪ NEUTRAL
15:04:42,YESBANK,18.37,538154,532477,5677,382278,155876,40.78,🟢 BUY
15:04:46,IDEA,8.94,7204031,5352625,1851406,7424886,-220855,-2.97,🔴 SELL
15:04:46,YESBANK,18.37,538154,532477,5677,538154,0,0.0,⚪ NEUTRAL
15:04:49,IDEA,8.94,7204031,5352625,1851406,7204031,0,0.0,⚪ NEUTRAL
15:04:49,YESBANK,18.37,498660,574896,-76236,538154,-39494,-7.34,🔴 SELL
15:04:52,IDEA,8.94,7368240,5492566,1875674,7204031,164209,2.28,🟢 BUY
15:04:53,YESBANK,18.37,498660,574896,-76236,498660,0,0.0,⚪ NEUTRAL
15:04:56,IDEA,8.94,7368240,5492566,1875674,7368240,0,0.0,⚪ NEUTRAL
15:04:56,YESBANK,18.37,433650,655274,-221624,498660,-65010,-13.04,🔴 SELL
15:04:59,IDEA,8.94,7486151,5454126,2032025,7368240,117911,1.6,⚪ NEUTRAL
15:05:00,YESBANK,18.37,433650,655274,-221624,433650,0,0.0,⚪ NEUTRAL
15:05:03,IDEA,8.94,7486151,5454126,2032025,7486151,0,0.0,⚪ NEUTRAL
15:05:03,YESBANK,18.37,420870,661077,-240207,433650,-12780,-2.95,🔴 SELL
15:05:06,IDEA,8.94,7581619,5694118,1887501,7486151,95468,1.28,⚪ NEUTRAL
15:05:07,YESBANK,18.37,420870,661077,-240207,420870,0,0.0,⚪ NEUTRAL
15:05:10,IDEA,8.94,7581619,5694118,1887501,7581619,0,0.0,⚪ NEUTRAL
15:05:10,YESBANK,18.36,412598,657589,-244991,420870,-8272,-1.97,⚪ NEUTRAL
15:05:13,IDEA,8.93,7725892,5436206,2289686,7581619,144273,1.9,⚪ NEUTRAL
15:05:14,YESBANK,18.36,412598,657589,-244991,412598,0,0.0,⚪ NEUTRAL
15:05:17,IDEA,8.92,7725892,5436206,2289686,7725892,0,0.0,⚪ NEUTRAL
15:05:17,YESBANK,18.36,435235,630888,-195653,412598,22637,5.49,🟢 BUY
15:05:20,IDEA,8.92,9519470,4130274,5389196,7725892,1793578,23.22,🟢 BUY
15:05:20,YESBANK,18.36,435235,630888,-195653,435235,0,0.0,⚪ NEUTRAL
15:05:24,IDEA,8.91,9519470,4130274,5389196,9519470,0,0.0,⚪ NEUTRAL
15:05:24,YESBANK,18.35,525881,556270,-30389,435235,90646,20.83,🟢 BUY
15:05:27,IDEA,8.92,9401698,4510403,4891295,9519470,-117772,-1.24,⚪ NEUTRAL
15:05:27,YESBANK,18.35,545176,613095,-67919,525881,19295,3.67,🟢 BUY
15:05:30,IDEA,8.92,9401698,4510403,4891295,9401698,0,0.0,⚪ NEUTRAL
15:05:31,YESBANK,18.35,545176,613095,-67919,545176,0,0.0,⚪ NEUTRAL
15:05:34,IDEA,8.91,9469652,4364159,5105493,9401698,67954,0.72,⚪ NEUTRAL
15:05:34,YESBANK,18.35,508777,591733,-82956,545176,-36399,-6.68,🔴 SELL
15:05:37,IDEA,8.91,9469652,4364159,5105493,9469652,0,0.0,⚪ NEUTRAL
15:05:37,YESBANK,18.35,508777,591733,-82956,508777,0,0.0,⚪ NEUTRAL
15:05:41,IDEA,8.91,8986642,4757281,4229361,9469652,-483010,-5.1,🔴 SELL
15:05:41,YESBANK,18.35,494551,610876,-116325,508777,-14226,-2.8,🔴 SELL
15:05:44,IDEA,8.92,8986642,4757281,4229361,8986642,0,0.0,⚪ NEUTRAL
15:05:44,YESBANK,18.35,494551,610876,-116325,494551,0,0.0,⚪ NEUTRAL
15:05:48,IDEA,8.91,8940590,5235771,3704819,8986642,-46052,-0.51,⚪ NEUTRAL
15:05:48,YESBANK,18.35,573790,598585,-24795,494551,79239,16.02,🟢 BUY
15:05:51,IDEA,8.91,8940590,5235771,3704819,8940590,0,0.0,⚪ NEUTRAL
15:05:51,YESBANK,18.35,573790,598585,-24795,573790,0,0.0,⚪ NEUTRAL
15:05:54,IDEA,8.92,8904444,4940114,3964330,8940590,-36146,-0.4,⚪ NEUTRAL
15:05:55,YESBANK,18.35,572118,581324,-9206,573790,-1672,-0.29,⚪ NEUTRAL
15:05:58,IDEA,8.92,8904444,4940114,3964330,8904444,0,0.0,⚪ NEUTRAL
15:05:58,YESBANK,18.35,572118,581324,-9206,572118,0,0.0,⚪ NEUTRAL
15:06:02,IDEA,8.92,7618206,5429905,2188301,8904444,-1286238,-14.44,🔴 SELL
15:06:02,YESBANK,18.34,528330,738968,-210638,572118,-43788,-7.65,🔴 SELL
15:06:05,IDEA,8.92,8087126,5250524,2836602,7618206,468920,6.16,🟢 BUY
15:06:05,YESBANK,18.34,528330,738968,-210638,528330,0,0.0,⚪ NEUTRAL
15:06:09,IDEA,8.92,8087126,5250524,2836602,8087126,0,0.0,⚪ NEUTRAL
15:06:09,YESBANK,18.34,659562,634438,25124,528330,131232,24.84,🟢 BUY
15:06:12,IDEA,8.93,7599192,5197418,2401774,8087126,-487934,-6.03,🔴 SELL
15:06:12,YESBANK,18.35,659562,634438,25124,659562,0,0.0,⚪ NEUTRAL
15:06:15,IDEA,8.93,7599192,5197418,2401774,7599192,0,0.0,⚪ NEUTRAL
15:06:16,YESBANK,18.34,685533,657321,28212,659562,25971,3.94,🟢 BUY
15:06:19,IDEA,8.93,7779756,5580902,2198854,7599192,180564,2.38,🟢 BUY
15:06:19,YESBANK,18.34,685533,657321,28212,685533,0,0.0,⚪ NEUTRAL
15:06:22,IDEA,8.93,7779756,5580902,2198854,7779756,0,0.0,⚪ NEUTRAL
15:06:23,YESBANK,18.36,489269,684742,-195473,685533,-196264,-28.63,🔴 SELL
15:06:26,IDEA,8.93,8004807,5836069,2168738,7779756,225051,2.89,🟢 BUY
15:06:26,YESBANK,18.36,489269,684742,-195473,489269,0,0.0,⚪ NEUTRAL
15:06:29,IDEA,8.93,8004807,5836069,2168738,8004807,0,0.0,⚪ NEUTRAL
