Timestamp,Time,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change_3min,Sell_%_Change_3min,Signal
2026-03-12 09:29:28,09:29:28,IDEA,9.47,2445932,4087914,-1641982,-37.67,40.07,SELL SIGNAL
2026-03-12 09:29:28,09:29:28,YESBANK,19.2,374760,792649,-417889,-4.79,49.98,SELL SIGNAL
2026-03-12 09:29:59,09:29:59,IDEA,9.49,2368679,3843498,-1474819,-38.6,28.54,SELL SIGNAL
2026-03-12 09:29:59,09:29:59,YESBANK,19.22,517208,575717,-58509,21.28,3.6,NEUTRAL
2026-03-12 09:30:29,09:30:29,IDEA,9.48,2627914,4200984,-1573070,-30.12,32.33,SELL SIGNAL
2026-03-12 09:30:30,09:30:30,YESBANK,19.18,765625,409296,356329,56.56,-25.58,BUY SIGNAL
2026-03-12 09:31:00,09:31:00,IDEA,9.49,2806862,5293247,-2486385,-18.6,42.83,SELL SIGNAL
2026-03-12 09:31:00,09:31:00,YESBANK,19.19,774765,466574,308191,44.45,-14.39,BUY SIGNAL
2026-03-12 09:31:31,09:31:31,IDEA,9.5,2903220,5570671,-2667451,-3.64,30.53,SELL SIGNAL
2026-03-12 09:31:31,09:31:31,YESBANK,19.19,808838,643760,165078,34.83,10.6,BUY SIGNAL
2026-03-12 09:32:02,09:32:02,IDEA,9.52,2720133,2971690,-251557,2.82,-31.34,NEUTRAL
2026-03-12 09:32:02,09:32:02,YESBANK,19.17,818990,502473,316517,21.03,-11.08,BUY SIGNAL
2026-03-12 09:32:32,09:32:32,IDEA,9.5,2892197,4257552,-1365355,6.34,-2.27,NEUTRAL
2026-03-12 09:32:33,09:32:33,YESBANK,19.17,918625,456974,461651,19.72,-10.24,BUY SIGNAL
2026-03-12 09:33:03,09:33:03,IDEA,9.5,2881134,4540426,-1659292,2.71,1.52,NEUTRAL
2026-03-12 09:33:04,09:33:04,YESBANK,19.18,927440,503602,423838,10.98,1.31,BUY SIGNAL
2026-03-12 09:33:34,09:33:34,IDEA,9.5,3701894,3897621,-195727,24.05,-11.86,NEUTRAL
2026-03-12 09:33:34,09:33:34,YESBANK,19.2,866731,535153,331578,1.66,3.29,NEUTRAL
2026-03-12 09:34:05,09:34:05,IDEA,9.5,3089526,4541899,-1452373,1.92,5.71,NEUTRAL
2026-03-12 09:34:05,09:34:05,YESBANK,19.19,1099256,540272,558984,21.24,1.87,BUY SIGNAL
2026-03-12 09:34:35,09:34:35,IDEA,9.49,3569056,4256628,-687572,13.58,4.39,NEUTRAL
2026-03-12 09:34:36,09:34:36,YESBANK,19.22,719767,976808,-257041,-19.29,66.72,SELL SIGNAL
2026-03-12 09:35:06,09:35:06,IDEA,9.49,2410877,4105873,-1694996,-22.0,-3.77,NEUTRAL
2026-03-12 09:35:06,09:35:06,YESBANK,19.21,820659,992093,-171434,-8.01,48.63,SELL SIGNAL
2026-03-12 09:35:37,09:35:37,IDEA,9.48,2849479,3836138,-986659,-7.59,-8.59,NEUTRAL
2026-03-12 09:35:37,09:35:37,YESBANK,19.2,1156314,547892,608422,24.11,-19.74,BUY SIGNAL
2026-03-12 09:36:08,09:36:08,IDEA,9.46,3542471,3595766,-53295,10.91,-10.97,NEUTRAL
2026-03-12 09:36:08,09:36:08,YESBANK,19.16,587058,259060,327998,-32.9,-59.64,NEUTRAL
2026-03-12 09:36:39,09:36:39,IDEA,9.46,3527420,2841329,686091,11.46,-26.45,BUY SIGNAL
2026-03-12 09:36:39,09:36:39,YESBANK,19.15,475289,336506,138783,-41.3,-44.72,NEUTRAL
2026-03-12 09:37:09,09:37:09,IDEA,9.46,3717821,3168344,549477,13.71,-12.81,BUY SIGNAL
2026-03-12 09:37:09,09:37:09,YESBANK,19.16,595436,462700,132736,-17.96,-22.35,NEUTRAL
2026-03-12 09:37:40,09:37:40,IDEA,9.46,3754934,3150112,604822,13.77,-8.68,BUY SIGNAL
2026-03-12 09:37:40,09:37:40,YESBANK,19.14,807457,427826,379631,9.06,-15.17,NEUTRAL
2026-03-12 09:38:10,09:38:10,IDEA,9.46,3610979,3516675,94304,3.16,4.93,NEUTRAL
2026-03-12 09:38:11,09:38:11,YESBANK,19.17,335652,591937,-256285,-49.11,35.25,SELL SIGNAL
2026-03-12 09:38:41,09:38:41,IDEA,9.46,4892560,2986666,1905894,27.38,-6.95,BUY SIGNAL
2026-03-12 09:38:41,09:38:41,YESBANK,19.16,520833,505151,15682,-5.92,17.33,NEUTRAL
2026-03-12 09:39:12,09:39:12,IDEA,9.45,7536551,3217085,4319466,67.23,2.24,BUY SIGNAL
2026-03-12 09:39:12,09:39:12,YESBANK,19.15,764770,421044,343726,31.12,-7.97,BUY SIGNAL
2026-03-12 09:39:42,09:39:42,IDEA,9.44,7351942,3377979,3973963,42.92,4.38,BUY SIGNAL
2026-03-12 09:39:42,09:39:42,YESBANK,19.11,746400,546593,199807,18.77,10.97,BUY SIGNAL
2026-03-12 09:40:13,09:40:13,IDEA,9.43,6958628,2928097,4030531,22.42,-8.39,BUY SIGNAL
2026-03-12 09:40:13,09:40:13,YESBANK,19.08,337511,321695,15816,-42.35,-31.41,NEUTRAL
2026-03-12 09:40:43,09:40:43,IDEA,9.45,6539627,3328910,3210717,6.36,3.19,NEUTRAL
2026-03-12 09:40:44,09:40:44,YESBANK,19.13,491969,280562,211407,-7.67,-36.88,NEUTRAL
2026-03-12 09:41:14,09:41:14,IDEA,9.45,7450156,3151935,4298221,9.75,-0.42,NEUTRAL
2026-03-12 09:41:14,09:41:14,YESBANK,19.1,323473,480627,-157154,-39.06,12.84,SELL SIGNAL
2026-03-12 09:41:45,09:41:45,IDEA,9.44,7940864,3336486,4604378,8.83,3.51,NEUTRAL
2026-03-12 09:41:45,09:41:45,YESBANK,19.1,417843,388462,29381,-18.65,-4.44,NEUTRAL
2026-03-12 09:42:15,09:42:15,IDEA,9.45,7935328,3136877,4798451,7.78,-2.28,NEUTRAL
2026-03-12 09:42:15,09:42:15,YESBANK,19.1,699026,543296,155730,39.05,27.27,BUY SIGNAL
2026-03-12 09:42:46,09:42:46,IDEA,9.46,7999687,2760484,5239203,7.08,-11.16,NEUTRAL
2026-03-12 09:42:46,09:42:46,YESBANK,19.11,364700,623432,-258732,-16.94,41.79,SELL SIGNAL
2026-03-12 09:43:17,09:43:17,IDEA,9.46,4574428,3072029,1502399,-35.33,-1.89,NEUTRAL
2026-03-12 09:43:18,09:43:18,YESBANK,19.13,457393,542210,-84817,-0.36,13.81,SELL SIGNAL
2026-03-12 09:43:49,09:43:49,IDEA,9.45,7862364,3313195,4549169,7.8,5.9,NEUTRAL
2026-03-12 09:43:49,09:43:49,YESBANK,19.09,776937,449170,327767,53.37,-10.97,BUY SIGNAL
2026-03-12 09:44:19,09:44:19,IDEA,9.45,7928677,3199323,4729354,7.53,2.01,NEUTRAL
2026-03-12 09:44:19,09:44:19,YESBANK,19.09,969722,448756,520966,57.87,-10.11,BUY SIGNAL
2026-03-12 09:44:50,09:44:50,IDEA,9.45,4408964,3489866,919098,-35.02,10.37,NEUTRAL
2026-03-12 09:44:50,09:44:50,YESBANK,19.09,668866,501675,167191,1.94,-3.17,NEUTRAL
2026-03-12 09:45:20,09:45:20,IDEA,9.46,5220365,3167745,2052620,-17.56,0.02,NEUTRAL
2026-03-12 09:45:21,09:45:21,YESBANK,19.12,364380,493811,-129431,-39.3,-3.14,NEUTRAL
2026-03-12 09:45:51,09:45:51,IDEA,9.46,4547685,3780494,767191,-21.01,13.29,NEUTRAL
2026-03-12 09:45:51,09:45:51,YESBANK,19.11,424376,523588,-99212,-30.46,6.16,NEUTRAL
2026-03-12 09:46:22,09:46:22,IDEA,9.47,4658080,3953460,704620,-19.29,13.47,NEUTRAL
2026-03-12 09:46:22,09:46:22,YESBANK,19.12,471256,529885,-58629,-23.07,7.89,NEUTRAL
2026-03-12 09:46:52,09:46:52,IDEA,9.46,4902558,3588259,1314299,-7.11,1.65,NEUTRAL
2026-03-12 09:46:52,09:46:52,YESBANK,19.14,306462,647063,-340601,-42.63,23.45,SELL SIGNAL
2026-03-12 09:47:23,09:47:23,IDEA,9.46,5366020,3891656,1474364,10.63,6.76,BUY SIGNAL
2026-03-12 09:47:23,09:47:23,YESBANK,19.1,343878,587949,-244071,-20.0,7.42,NEUTRAL
2026-03-12 09:47:53,09:47:53,IDEA,9.46,5311786,4047456,1264330,6.21,8.27,NEUTRAL
2026-03-12 09:47:54,09:47:54,YESBANK,19.08,849635,444549,405086,84.7,-17.34,BUY SIGNAL
2026-03-12 09:48:24,09:48:24,IDEA,9.46,5547496,4098710,1448786,9.73,5.27,NEUTRAL
2026-03-12 09:48:24,09:48:24,YESBANK,19.09,668504,475525,192979,30.9,-11.08,BUY SIGNAL
2026-03-12 09:48:55,09:48:55,IDEA,9.46,5575545,3837726,1737819,6.67,-1.67,NEUTRAL
2026-03-12 09:48:55,09:48:55,YESBANK,19.12,255686,534380,-278694,-47.02,-0.41,NEUTRAL
2026-03-12 09:49:25,09:49:25,IDEA,9.47,5274868,4896613,378255,-1.03,20.6,NEUTRAL
2026-03-12 09:49:26,09:49:26,YESBANK,19.13,342643,673209,-330566,-25.7,20.12,SELL SIGNAL
2026-03-12 09:49:56,09:49:56,IDEA,9.48,3971136,5118891,-1147755,-23.26,18.63,SELL SIGNAL
2026-03-12 09:49:56,09:49:56,YESBANK,19.14,359744,691380,-331636,-23.46,21.76,SELL SIGNAL
2026-03-12 09:50:27,09:50:27,IDEA,9.48,4346861,5607217,-1260356,-13.14,21.87,SELL SIGNAL
2026-03-12 09:50:27,09:50:27,YESBANK,19.15,415966,648457,-232491,-13.71,12.21,SELL SIGNAL
2026-03-12 09:50:57,09:50:57,IDEA,9.48,4487697,5515723,-1028026,-7.8,13.82,SELL SIGNAL
2026-03-12 09:50:57,09:50:57,YESBANK,19.14,388651,550333,-161682,-4.08,-7.59,NEUTRAL
2026-03-12 09:51:28,09:51:28,IDEA,9.48,4237742,5686104,-1448362,-8.85,11.27,SELL SIGNAL
2026-03-12 09:51:28,09:51:28,YESBANK,19.13,449655,448340,1315,21.95,-24.14,BUY SIGNAL
2026-03-12 09:51:58,09:51:58,IDEA,9.49,4066943,5682497,-1615554,-7.52,4.88,NEUTRAL
2026-03-12 09:51:58,09:51:58,YESBANK,19.15,484300,519624,-35324,19.04,-11.71,NEUTRAL
2026-03-12 09:52:29,09:52:29,IDEA,9.49,4201947,6620120,-2418173,-0.4,16.04,SELL SIGNAL
2026-03-12 09:52:29,09:52:29,YESBANK,19.16,593972,477767,116205,32.37,-14.07,BUY SIGNAL
2026-03-12 09:52:59,09:52:59,IDEA,9.49,4560354,6594577,-2034223,5.64,10.81,SELL SIGNAL
2026-03-12 09:53:00,09:53:00,YESBANK,19.13,647668,612705,34963,30.39,12.86,BUY SIGNAL
2026-03-12 09:53:30,09:53:30,IDEA,9.49,4290997,6534288,-2243291,-0.39,7.02,NEUTRAL
2026-03-12 09:53:30,09:53:30,YESBANK,19.12,585652,322881,262771,11.56,-33.92,BUY SIGNAL
2026-03-12 09:54:01,09:54:01,IDEA,9.49,4137678,6571785,-2434107,-2.63,4.62,NEUTRAL
2026-03-12 09:54:01,09:54:01,YESBANK,19.14,580079,608281,-28202,4.16,22.08,SELL SIGNAL
2026-03-12 09:54:31,09:54:31,IDEA,9.49,4305119,6381427,-2076308,1.05,-0.25,NEUTRAL
2026-03-12 09:54:31,09:54:31,YESBANK,19.16,547877,621870,-73993,-4.43,17.96,SELL SIGNAL
2026-03-12 09:55:02,09:55:02,IDEA,9.5,3641493,6781662,-3140169,-13.08,3.05,NEUTRAL
2026-03-12 09:55:02,09:55:02,YESBANK,19.17,567394,561255,6139,-3.36,5.08,NEUTRAL
2026-03-12 09:55:33,09:55:33,IDEA,9.5,3837176,5486294,-1649118,-7.06,-14.16,NEUTRAL
2026-03-12 09:55:33,09:55:33,YESBANK,19.13,852781,557303,295478,35.31,1.81,BUY SIGNAL
2026-03-12 09:56:03,09:56:03,IDEA,9.49,3626500,5007444,-1380944,-8.73,-18.27,NEUTRAL
2026-03-12 09:56:04,09:56:04,YESBANK,19.15,862077,620841,241236,29.45,13.14,BUY SIGNAL
2026-03-12 09:56:34,09:56:34,IDEA,9.49,4526140,4495351,30789,12.81,-22.32,BUY SIGNAL
2026-03-12 09:56:34,09:56:34,YESBANK,19.14,684549,644497,40052,0.31,7.0,NEUTRAL
2026-03-12 09:57:05,09:57:05,IDEA,9.48,4928906,4846748,82158,18.93,-11.87,BUY SIGNAL
2026-03-12 09:57:05,09:57:05,YESBANK,19.15,635843,577177,58666,-8.08,-3.35,NEUTRAL
2026-03-12 09:57:35,09:57:35,IDEA,9.5,3929343,5414857,-1485514,-3.73,1.43,NEUTRAL
2026-03-12 09:57:36,09:57:36,YESBANK,19.18,477503,443333,34170,-29.78,-21.87,NEUTRAL
2026-03-12 09:58:06,09:58:06,IDEA,9.51,4679043,5631490,-952447,9.98,9.41,NEUTRAL
2026-03-12 09:58:06,09:58:06,YESBANK,19.18,607766,407369,200397,-11.5,-24.81,NEUTRAL
2026-03-12 09:58:37,09:58:37,IDEA,9.49,4066374,4814025,-747651,-5.27,-4.39,NEUTRAL
2026-03-12 09:58:37,09:58:37,YESBANK,19.18,503521,475761,27760,-19.89,-9.92,NEUTRAL
2026-03-12 09:59:07,09:59:07,IDEA,9.51,3981469,4748315,-766846,-8.51,-4.88,NEUTRAL
2026-03-12 09:59:08,09:59:08,YESBANK,19.22,324333,1099937,-775604,-39.82,80.91,SELL SIGNAL
2026-03-12 09:59:38,09:59:38,IDEA,9.51,4335156,4484910,-149754,0.35,-10.12,NEUTRAL
2026-03-12 09:59:38,09:59:38,YESBANK,19.23,448115,1161726,-713611,-10.29,67.34,SELL SIGNAL
2026-03-12 10:00:09,10:00:09,IDEA,9.5,4781481,4406165,375316,11.31,-10.38,BUY SIGNAL
2026-03-12 10:00:09,10:00:09,YESBANK,19.21,627310,1176512,-549202,25.94,48.16,SELL SIGNAL
2026-03-12 10:00:39,10:00:39,IDEA,9.51,4195974,4422859,-226885,-3.32,-6.91,NEUTRAL
2026-03-12 10:00:39,10:00:39,YESBANK,19.19,479492,420623,58869,-3.8,-46.78,NEUTRAL
2026-03-12 10:01:10,10:01:10,IDEA,9.51,3674617,4993896,-1319279,-11.93,7.51,NEUTRAL
2026-03-12 10:01:10,10:01:10,YESBANK,19.19,525215,1176954,-651739,8.37,28.13,SELL SIGNAL
2026-03-12 10:01:40,10:01:40,IDEA,9.5,4151886,4100218,51668,-0.83,-9.41,NEUTRAL
2026-03-12 10:01:41,10:01:41,YESBANK,19.18,495107,449064,46043,2.45,-50.88,NEUTRAL
2026-03-12 10:02:11,10:02:11,IDEA,9.51,3916319,5192711,-1276392,-6.22,12.88,SELL SIGNAL
2026-03-12 10:02:11,10:02:11,YESBANK,19.2,459828,1186726,-726898,-9.1,27.8,SELL SIGNAL
2026-03-12 10:02:42,10:02:42,IDEA,9.52,4402575,5396377,-993802,5.15,13.56,SELL SIGNAL
2026-03-12 10:02:42,10:02:42,YESBANK,19.21,528241,575544,-47303,1.74,-30.73,NEUTRAL
2026-03-12 10:03:12,10:03:12,IDEA,9.52,4498467,5544822,-1046355,8.66,12.2,SELL SIGNAL
2026-03-12 10:03:13,10:03:13,YESBANK,19.2,517213,1113331,-596118,3.27,35.71,SELL SIGNAL
2026-03-12 10:03:43,10:03:43,IDEA,9.51,5223680,5778619,-554939,21.16,11.82,SELL SIGNAL
2026-03-12 10:03:43,10:03:43,YESBANK,19.2,609634,991750,-382116,16.67,8.32,NEUTRAL
2026-03-12 10:04:14,10:04:14,IDEA,9.51,5796384,5799559,-3175,24.26,9.38,NEUTRAL
2026-03-12 10:04:14,10:04:14,YESBANK,19.22,596294,1036087,-439793,11.58,16.14,SELL SIGNAL
2026-03-12 10:04:44,10:04:44,IDEA,9.5,5872921,5814077,58844,18.6,4.05,BUY SIGNAL
2026-03-12 10:04:45,10:04:45,YESBANK,19.2,575183,1166632,-591449,5.01,15.32,SELL SIGNAL
2026-03-12 10:05:15,10:05:15,IDEA,9.5,6192867,5437912,754955,16.16,-3.39,BUY SIGNAL
2026-03-12 10:05:15,10:05:15,YESBANK,19.21,543926,1141364,-597438,-3.17,13.67,SELL SIGNAL
2026-03-12 10:05:46,10:05:46,IDEA,9.51,5421905,5567617,-145712,-1.44,-1.58,NEUTRAL
2026-03-12 10:05:46,10:05:46,YESBANK,19.2,594840,1148049,-553209,3.84,4.41,NEUTRAL
2026-03-12 10:06:16,10:06:16,IDEA,9.51,5345034,5722806,-377772,-5.27,0.63,NEUTRAL
2026-03-12 10:06:17,10:06:17,YESBANK,19.18,602689,444706,157983,2.66,-54.99,NEUTRAL
2026-03-12 10:06:47,10:06:47,IDEA,9.5,4843389,4858329,-14940,-13.18,-12.2,NEUTRAL
2026-03-12 10:06:47,10:06:47,YESBANK,19.19,538743,781250,-242507,-6.35,-18.02,NEUTRAL
2026-03-12 10:07:18,10:07:18,IDEA,9.49,4147322,5467199,-1319877,-21.81,-0.2,NEUTRAL
2026-03-12 10:07:18,10:07:18,YESBANK,19.18,562249,545334,16915,-1.29,-37.41,NEUTRAL
2026-03-12 10:07:48,10:07:48,IDEA,9.47,5055514,5532474,-476960,-2.17,1.87,NEUTRAL
2026-03-12 10:07:49,10:07:49,YESBANK,19.18,452457,677580,-225123,-17.61,-14.2,NEUTRAL
2026-03-12 10:08:19,10:08:19,IDEA,9.48,5291456,5366389,-74933,5.46,-0.97,NEUTRAL
2026-03-12 10:08:19,10:08:19,YESBANK,19.18,533790,662506,-128716,-2.5,-6.68,NEUTRAL
2026-03-12 10:08:50,10:08:50,IDEA,9.48,5285164,5604352,-319188,5.82,3.3,NEUTRAL
2026-03-12 10:08:50,10:08:50,YESBANK,19.18,562179,645680,-83501,3.72,3.11,NEUTRAL
2026-03-12 10:09:20,10:09:20,IDEA,9.48,5337008,5348926,-11918,6.88,-0.26,NEUTRAL
2026-03-12 10:09:20,10:09:20,YESBANK,19.18,621593,615465,6128,14.02,-5.98,BUY SIGNAL
2026-03-12 10:09:51,10:09:51,IDEA,9.48,5274076,4892623,381453,4.13,-8.87,NEUTRAL
2026-03-12 10:09:51,10:09:51,YESBANK,19.18,606861,385298,221563,9.05,-34.54,NEUTRAL
2026-03-12 10:10:22,10:10:22,IDEA,9.48,5633834,4954388,679446,6.04,-6.22,NEUTRAL
2026-03-12 10:10:22,10:10:22,YESBANK,19.2,483804,554590,-70786,-10.97,-6.03,NEUTRAL
2026-03-12 10:10:52,10:10:52,IDEA,9.49,5074775,4572719,502056,-4.54,-10.75,NEUTRAL
2026-03-12 10:10:53,10:10:53,YESBANK,19.2,515353,589786,-74433,-6.96,2.47,NEUTRAL
2026-03-12 10:11:23,10:11:23,IDEA,9.48,5360435,4688925,671510,0.62,-6.41,NEUTRAL
2026-03-12 10:11:23,10:11:23,YESBANK,19.18,559973,1360889,-800916,0.3,96.67,SELL SIGNAL
2026-03-12 10:11:53,10:11:53,IDEA,9.48,5103252,6321698,-1218446,-3.66,23.23,SELL SIGNAL
2026-03-12 10:11:54,10:11:54,YESBANK,19.16,542822,1174408,-631586,-2.21,50.55,SELL SIGNAL
2026-03-12 10:12:24,10:12:24,IDEA,9.48,5721234,6288849,-567615,6.71,18.96,SELL SIGNAL
2026-03-12 10:12:24,10:12:24,YESBANK,19.16,719119,1084885,-365766,25.87,26.4,SELL SIGNAL
2026-03-12 10:12:55,10:12:55,IDEA,9.47,6070592,4509569,1561023,10.49,-13.65,BUY SIGNAL
2026-03-12 10:12:55,10:12:55,YESBANK,19.16,669402,1038310,-368908,15.07,7.36,NEUTRAL
2026-03-12 10:13:25,10:13:25,IDEA,9.46,5816685,5187227,629458,5.29,-1.41,NEUTRAL
2026-03-12 10:13:26,10:13:26,YESBANK,19.15,729720,994255,-264535,17.18,-4.44,NEUTRAL
2026-03-12 10:13:56,10:13:56,IDEA,9.46,6454803,4237667,2217136,12.17,-18.59,BUY SIGNAL
2026-03-12 10:13:56,10:13:56,YESBANK,19.14,697159,848445,-151286,6.76,-21.7,NEUTRAL
2026-03-12 10:14:27,10:14:27,IDEA,9.46,6501179,4360856,2140323,9.36,-15.34,NEUTRAL
2026-03-12 10:14:27,10:14:27,YESBANK,19.13,698069,1163224,-465155,3.26,10.72,SELL SIGNAL
2026-03-12 10:14:57,10:14:57,IDEA,9.45,6904862,4112836,2792026,10.57,-14.01,BUY SIGNAL
2026-03-12 10:14:57,10:14:57,YESBANK,19.1,454069,504094,-50025,-31.33,-46.31,NEUTRAL
2026-03-12 10:15:28,10:15:28,IDEA,9.45,6953466,3920530,3032936,7.8,-10.66,NEUTRAL
2026-03-12 10:15:28,10:15:28,YESBANK,19.13,453076,434690,18386,-26.56,-47.66,NEUTRAL
2026-03-12 10:15:59,10:15:59,IDEA,9.47,5848934,4783634,1065300,-8.8,7.89,NEUTRAL
2026-03-12 10:15:59,10:15:59,YESBANK,19.1,501143,558332,-57189,-14.9,-25.61,NEUTRAL
2026-03-12 10:16:30,10:16:30,IDEA,9.46,5801765,5031846,769919,-9.5,14.16,NEUTRAL
2026-03-12 10:16:30,10:16:30,YESBANK,19.1,567677,567238,439,1.03,-16.5,NEUTRAL
2026-03-12 13:51:49,13:51:49,IDEA,9.68,4408410,3782547,625863,-27.37,-12.68,NEUTRAL
2026-03-12 13:51:50,13:51:50,YESBANK,19.41,545232,324561,220671,1.62,-45.18,NEUTRAL
2026-03-12 13:52:20,13:52:20,IDEA,9.69,3311562,4722625,-1411063,-40.2,7.52,NEUTRAL
2026-03-12 13:52:21,13:52:21,YESBANK,19.41,515392,380249,135143,1.84,-17.61,NEUTRAL
2026-03-12 13:52:51,13:52:51,IDEA,9.69,3714353,4758874,-1044521,-25.81,5.75,NEUTRAL
2026-03-12 13:52:51,13:52:51,YESBANK,19.41,515362,398398,116964,-0.18,-10.25,NEUTRAL
2026-03-12 13:53:22,13:53:22,IDEA,9.68,4680784,3861599,819185,1.15,-14.0,NEUTRAL
2026-03-12 13:53:22,13:53:22,YESBANK,19.41,561645,406151,155494,5.1,-7.52,NEUTRAL
2026-03-12 13:53:53,13:53:53,IDEA,9.68,5506147,3968838,1537309,20.47,-8.85,BUY SIGNAL
2026-03-12 13:53:54,13:53:54,YESBANK,19.41,556076,379794,176282,2.3,-7.23,NEUTRAL
